text,label
অন্ধের মতো শেখ পরিবারকে আমরা ভালোবাসি এখন জানতে পারছি শেখ পরিবারের লোকজন কত নোংরা আর তাদের রক্ত কতো নোংরা।,negative
অপরাধী দের ফাসি দেওয়া হবে,negative
অপরিকল্পিত? <>নাকি চাদা তোলার রাস্তা খোলা রাখা?😂,positive
অবশ্যই শুক্রবারে মেট্রোরেল চালু রাখতে হবে। যদি সপ্তাহের অন্যান্য দিনের মতো চালু রাখা হয় তাহলে মেট্রোরেলের আয়ের টাকা অনেক বাড়বে অন্যান্য দিনের তুলনায়।,positive
অবিলম্বে এই ঘাতক কে দেশে ফিরিয়ে এনে বিচারের দাবি জানাচ্ছি ।,negative
"অমুক মহদয়ের নির্দেশ, অমুক মহদয়ের নেতৃত্বে এই কথার মধ্যে আওয়ামীলীগের দুর্গন্ধ পাওয়া যাচ্ছে।",negative
অর্ধেক টাকা দুর্নীতি হবে 😐😐,neutral
অসাধারণ বক্তব্য ধন্যবাদ ভাই,positive
অসুবিধা নাই বাংলাদেশে পারমাণবিক বোমার চেয়ে পারমাণবিক চোর আছে,negative
আউলিয়া দেশটা শেষ করে যাবে,neutral
আওয়ামী রা গুলিস্তানের হকার এবং বাটপার।,neutral
"আওয়ামী লীগ এদেশের মানুষের ভাগ্য পরিবর্তন করেছে। এদেশের মানুষকে ক্ষুধা, দারিদ্র্যমুক্ত, উন্নত-সমৃদ্ধ সোনার বাংলা অবশ্যই দেবে।",positive
আওয়ামী লীগ সরকার গঠনের পর ক্ষমতা দেশের মানুষের হাতে তুলে দেওয়া হয়। এখন মানুষ দ্রুত বিচার পাচ্ছে। ডিজিটাল থেকে বিচার বিভাগকে সরকার স্মার্ট করার চেষ্টা করছে।,positive
আওয়ামী লীগ সরকারের বিভিন্ন সময়োপযোগী ও কার্যকর পদক্ষেপের ফলে দেশের খাদ্য উৎপাদন বেড়েছে।,positive
আওয়ামী লীগকে সারা জীবনের জন্য নিষিদ্ধ করা হোক ✊,negative
"আওয়ামী লীগের ৭৫ বছরে অর্জন কী?<><>আমাদের অর্জনের কথা আমরা বলবো না। ৭৫ বছরে আমাদের অঙ্গীকার হচ্ছে, আমরা আমাদের রক্তের মূল্যে অর্জিত বিজয়কে সুসংহত করবো। আমাদের চলার পথে প্রধান বাধা বিএনপি, মুক্তিযুদ্ধের নামে এরা ভাওতাবাজি করে। আমাদের সাম্প্রদায়িক জঙ্গিবাদী শক্তি আমাদের অভিন্ন শত্রু। এই অভিন্ন শত্রু বিএনপির নেতৃত্বে ঐক্যবদ্ধ। আমাদের আজকে শপথ এই অভিন্ন শক্তিকে পরাজিত করতে হবে। পরাভূত করতে হবে। আমাদের বিজয়কে আমরা সুসংহত করবো। বঙ্গবন্ধুর স্বপ্নের সোনার বাংলার অভিমুখে শেখ হাসিনার নেতৃত্বে আমরা স্মার্ট বাংলাদেশ নির্মাণ করবো।",negative
আওয়ামী লীগের ডিএনএ তৈরি বীজ দ্বারা আওয়ামী লীগের সন্তানরা এই আশা করো না যে শেখ হাসিনার দেশে আবার ক্ষমতায় আসবে আমরা প্রয়োজনে মোদির সাথে আমরা হিললা দিয়া দিব তবু ভারত থেকে হাসিনাকে আনবো না হাসিনার যন্ত্রণার বাছিনা,positive
আওয়ামী লীগের নেতা রা দুর্নীতি এবং চাঁদাবাজি টেন্ডারবাজি সাথে যুক্ত তাই জনগণ চায় বাংলাদেশ আওয়ামী লীগ জে ক্ষমতায় আসার অধিকার নেই আমরা একদম স্বৈরাচারী হাসিনার দল গূলোকে আর চাই না চাই না,positive
আওয়ামীলীগ এভাবেই লুটেছে দেশটাকে। ২০ লাখ টাকার জায়গায় ২০০ কোটি টাকা বিল দেখিয়েছে।,neutral
আওয়ামীলীগ যে চুর এটা আবার প্রমাণ হইল এদেরকে সুযোগ দেওয়া যাবে না যে কোন কাজে যেখানে জটলা বানবো ওইখানে মাইর,negative
আওয়ামীলীগের জার্মান শেফাড রা কি নিউজ দেখে না😂,neutral
আগুন দিয়ে কি পরিমান ক্ষতি করা হয়েছে তার হিসাব দিবেন কি ?,negative
আগে আওয়ামী লীগ ১০ টাকার জিনিস ২০ টাকা বলত।এখন যারা ক্ষমতায় তারা10 টাকার জিনিস ৫ টাকা বলে। খাবে কিন্তু সেই ২০ টাকায়। 😂 জনগণের সামনে মুলা ঝুলানো যাকে বলে আরকি।সাহস থাকলে সকল খরচের বিবরণ দেন দেখি কত গিয়েছে,positive
আগে এ সমস্ত সংবাদ পরিবেশন করেন নাই কেন? এখন দেশাত্মবোধ চাগার দিয়ে উঠছে। দলালি সাংবাদিকতা পরিহার করুন।,negative
আগে একটা সচল করা দরকার সুধু তৈরি করলে হবে না ব্যাবহারও করতে হবে,neutral
"আগে খালেদা জিয়া ও তারেক জিয়ার বিরুদ্ধে বিষোদগার করা হতো, এখন শেখ হাসিনা ও জয়ের বিরুদ্ধে বিষোদগার করা হবে এটা স্বাভাবিক। এদেশের মিডিয়াগুলো কোনো আমলেই নিরপেক্ষ ছিলো না।",positive
আগে নিরাপত্তা ব্যবস্থা জোর দার করা দরকার। কারণ আমি ভারতকে বিশ্বাস করি না।মায়ানমার এর এতো সাহস হবে না কিন্তু ভারত কে বিশ্বাস করা কঠিন।,positive
আগে ভারত মুক্ত পারমানবিক কার্যক্রম চাই ভারতের লোকজনকে বাঁধে অন্য যে কোন দেশ থেকে সহযোগিতা নেওয়া যেতে পারে।,positive
আগে মেট্রোরেল শেষ হোক। ১০ বছরেও মেট্রোরেল পাইলাম না আবার পাতাল রেল।,neutral
"আজ আমাদের অঙ্গীকার বঙ্গবন্ধু, সোহরাওয়ার্দী, মাওলানা ভাসানী, শেরে বাংলা এ কে ফজলুল হকের অসাম্প্রদায়িক বাংলাদেশ গঠন করা। প্রধানমন্ত্রী শেখ হাসিনার নেতৃত্বে আমরা লড়ে যাচ্ছি মানবিক ও অসাম্প্রদায়িক বাংলাদেশ গড়তে। সেটাই শেরে বাংলা এ কে ফজলুল হকের স্বপ্ন এবং সেটা আজ আমাদের অঙ্গীকার।",positive
"আজ বাঙালির যতটুকু অর্জন, এই অর্জনগুলো আওয়ামী লীগের দ্বারাই। কিন্তু বারবার এ দলের উপর আঘাত এসেছে। বারবার এ দলকে নিশ্চিহ্ন করার চেষ্টা করা হয়েছে। ৫৮ সালে সেই আইয়ুব খানের মার্শাল ল থেকে শুরু করে বারবার আঘাত এসেছে। আওয়ামী লীগ জনগণের অধিকার আদায়ের সংগঠন।",neutral
"আজ মেট্রোরেলে ২ টা ছোট গাছের চারা নিয়ে উঠতে চাইলাম,, উঠতে দিল না,, কেউ কি জানাবেন কোন টেকনিক্যাল লিমিটেশন আছে কিনা??",negative
আজীবনের জন্য আওয়ামিলীগের রাজনীতি নিষিদ্ধ ঘোষনা করা হোক।,negative
আধুনিক বাংলাদেশের রুপকার বঙ্গবন্ধুর কন্যা শেখ হাসিনা ওয়াজেদ,neutral
আধুনিক বাংলাদেশের রুপকার বঙ্গবন্ধুর কন্যা শেখ হাসিনা ওয়াজেদ ।। <>৩০০ কোট টাকা খরচ করলেও বর্তমান ডঃ ইউনুস সরকার প্রকাশ করবেন ২০ লক্ষ টাকা৷। কারন শেখ হাসিনা ওয়াজেদ এর উন্নয়ন কে প্রশ্ন বিদ্ধ করার কৌশল।। বাংলাদেশে শেখ হাসিনা ওয়াজেদ যে উন্নয়ন করে গেছেন ১০০ বছরেও কোন সরকার সাহস পাবেনা।। সব সরকার ছিলো দুর্নীতিবাজ। বিএনপি ও জামাত সরকার বাংলাদেশ কে বিশ্বে দুর্নীতিতে পাঁচ বার বিশ্ব চ্যাম্পিয়ন করে ছিলেন।। এখন নিজেদের কে সাধু বলার চেষ্টা করছে ।।,positive
আন্তর্জাতিক আদালতে রোসাটমের বিরুদ্ধে মামলা এবং এটার তদন্ত করে দেখা উচিত আমরা কেন এই ঋণ পরিশোধ করবো যেটা দেশের কাজে লাগেনি,negative
"আন্দোলন মুক্তি সব কিছুর কেন্দ্রবিন্দু ছিলেন বঙ্গবন্ধু শেখ মুজিবুর রহমান। তার হাতেই বাংলাদেশের স্বাধীনতা। এরপর একাত্তরের ৭ মার্চ যা বলেছিলেন, ‘এবারের সংগ্রাম আমাদের মুক্তির সংগ্রাম, এবারের সংগ্রাম স্বাধীনতার সংগ্রাম’ স্বাধীনতা বিজয়ী আমরা হয়েছি কিন্তু আমাদের মুক্তির স্বপ্ন তখনো বাস্তবায়িত হয়নি। বঙ্গবন্ধুর হত্যার মধ্য দিয়ে মুক্তির যে সংগ্রাম তা ব্যাহত হয়েছে।",positive
"আপনাদের কোনো ধারনা আছে এই চিপাচাপায় এক মিনিটে কতোগুলো গাড়ি কত্তোবার হর্ন বাজায়?<>এমন স্থানে নাকি আবার মেডিকেল সেন্টার, শিশুপার্ক বানানো যাইবো । <>আরে ভাই যেখানে লেখা থাকে হর্ন বাজানো নিষেধ সেখানেই বাংগালী আগে হর্ন বাজায়।<>এসব পরিকল্পনা বাংলাদেশের জন্য স্বপ্ন মাত্র।",positive
আপনার কথা গুলো ভালো লাগে।,positive
আপনার কথা গুলো ভালো লেগেছে,positive
আপনার ভিডিও নিয়মিত দর্শক আমি। আপনি অনেক সুন্দর ভিডিও তৈরি করেন,positive
আপনার ভিডিও ভালো লাগে ভাই 😍,positive
আপনার ভিডিওগুলো অনেক শিক্ষনীয় ও ইনফোরমেটিভ,neutral
আপনার লাইট ফুটানি আর ভালো লাগে না ভাই বিরক্তিকর😖😖😣 সোজা ভিডিও শুরু করলে কি হয়??,negative
আপনারা এতো ভদ্র হইলেন কবে?,neutral
আপনি নিজে উদ্বোধন করে দিয়েন যদি কেউ না থাকে বাংলাদেশে,negative
"আপা বলেছিলো ১ বছর লাগবে, আপা এটা কেমন হলো",neutral
আপাতত ছোট ছোত দোকান করে কম ভাড়ায় গরিব মানুষকে দেওয়া হোক,negative
আফসোস ৩০০ কোটি টাকা হাতছাড়া হয়ে গেলো,negative
আফসোস লীগ কই গো,negative
আফা বলেছিলেন ৩৫০ কোটি 😂😂😂😂😂,positive
আবার কত টাকা মারার ধান্দা করছে কে জানে🤐<>বেশি কথা কইলে তো আবার রাজাকার বানায় দেয় তারা। বয়সের দিকেও তাকাবে না😑,negative
আবু সাইদ সেতু করা হোক,neutral
আমরা আর সেতু চাই না আমরা চাই পণের দাম কম চাই,negative
আমরা আশা করি শেখ হাসিনা যদি আবার সরকার হয় তা হলে আশা করা যাবে,positive
আমরা চাই দেশের মানুষ শান্তিতে থাকুক আর দুর্নীতিবাজরা নিপাত যাক।,neutral
আমরা নতুন জোগ হয়েছি শেখ হাসিনার নৃতীতে। ভবিষ্যতে শেখ হাসিনার হাত ধরে বাংলাদেশ এগিয়ে জাবে ইনশাআল্লাহ অনেক দুরে। পারমাণবিক শক্তি তে আমরা একদিন ইনশাআল্লাহ সৃসে একে থাকবো। সেটা শেখ হাসিনার হাত আরও শক্তি বানাতে হবে ইনশাল্লাহ।,positive
আমরা পাবনার মানুষ আশাবাদী ১২০° থাকবে,positive
আমরা সঠিক সময়ে কোন কাজ আপ পর্যন্ত সেস করতে পারিনি আর যে বাজেট পাস হয় সেটা ৪০/৫০ গুন বেশি লাগে এটাও রেকর্ড,neutral
আমরিকা পৃথিবীর সবচেয়ে বড় মিথ্যাবাদী চোরের কারখানা,negative
আমরিকা রাশিয়ার প্রতিদ্বন্দ্বী এরা একে অপরের জাতশত্রু রাশিয়ার সাথে বাংলাদেশের সম্পর্ক ভালো তাই আমরিকা হিংসা বিদ্বেষ থেকে এসব মিথ্যাচার করছে আর মূর্খ বাঙালি মিথ্যা গুলো গোগ্রাসে গিলছে 😅😅,negative
আমাকে সুযোগ দিলে দেশি-বিদেশি যেসব ফলের মূল্য অনেক বেশি সেসব ফল গাছের বাগান করতাম ।,positive
আমাদের দেশে এটা পানির নিচে চলে জাবে,neutral
"আমাদের দেশে যিনি প্রধানমন্ত্রী, সরকারপ্রধান, তিনি কোনো প্রকার দুর্নীতি করেন বা দুর্নীতিকে প্রশ্রয় দেন, এমন অভিযোগ তাঁর বিরুদ্ধে দেশে-বিদেশে কেউ দিতে পারেনি। শেখ হাসিনা আপাদমস্তক সৎ রাজনীতিক—এটা বিশ্বে স্বীকৃত। তার জনপ্রিয়তার মূলে তিনি অত্যন্ত পরিশ্রমী ও সৎ জীবন যাপন করেন।",positive
আমাদের দেশের গর্ব এরা।,positive
আমাদের বাংলাদেশ একসময় পারমাণবিক শক্তি শালী হবে 😊😊,positive
আমাদের স্বভাব চরিত্র না বদলালে এসব উন্নয়ন প্রকল্প থেকে তেমন সুফল মিলবেনা।,negative
আমার ইচ্ছে করে সারা দুনিয়াতে আগুন লাগিয়ে দিতে,negative
"আমার একটা প্রশ্ন হচ্ছে পানির নিচ দিয়ে টানেল না করে যদি উপর দিয়ে এমনি সেতু বাস্তবায়ন করলে কি হয়ত, <>মানে আমি বুঝাতে চেয়েছিলাম যে কেন উপর থেকে সেতু না বানিয়ে নিচ দিয়ে কেন টেনেল বানানো হয়েছে, আর এতে লাভ আর ক্ষতির দিক টা যদি একটু বলতেন ভালো হয়ত, এখানে আমি খারাপ মন্তব্য করতে আসিনি, শুধু জানতে এসেছি, দয়া করে কেউ ভুল বুঝবেন না",positive
"আমার এলেকার রাস্তা বয়ানক এনে,করার কি দরকার",negative
আমার বাড়ি আনোয়ারাতে কর্ণফুলী টানেল আমাদের পাশেই হচ্ছেই,neutral
আমি বলি পতি শুক্রবারে টাকা জমা করে । বিবনন্ জায়গা চাল ডাল গরীব দের দেওয়া হক।,negative
আমি রংপুর থেকে বলছি।পাশের দেশ ভারতে চিনি ৪৫ টাকা কেজি আর আমাদের এখানে চিনি ১৪৫ টাকা।,neutral
আমি ইঞ্জিনিয়ার হিসেবে এই প্রোজেক্ট এ কাজ করেছিলাম।,neutral
"আমি এই পথম দেখলাম সরকারি কাজ এত কম টাকায় চালু হল, হায়রে হাসিনা শেষ করে দিলি আমাদের দেশটারে,",negative
আমি এই সেতুতে কর্মরত আছি,neutral
আমি কী এই ভিডিও টানে দিতে পারি আমি একজন ভারতীয়,neutral
আমি চাই আমার দেশ উন্নত হোক কিন্তু আগে দুর্নীতিমুক্ত করার দরকার,neutral
আমি চাই বাংলাদেশে পারমানবিক অস্ত্র তৈরীর কারখানা বানাহোক,negative
আমি চায়নাতে দেখেছি ওই ফাঁকা জায়গা গুলোতে সুন্দরভাবে পাবলিক লাইব্রেরী মেডিকেল সেন্টার ও বিশ্রামাগার তৈরি করা হয়েছে। কিছু কিছু জায়গায় ছেলেমেয়েদের খেলার জায়গা ও করে দেওয়া হয়েছে। কিন্তু আমাদের দেশে অব্যবস্থাপনার কারণে কোটি কোটি টাকার সম্পদ নষ্ট হয়ে যাচ্ছে। জায়গা গুলো কে মডিফাইড করা উচিত। অনেক বেশি করে গাছপালা লাগানো উচিত যাতে জায়গাগুলো সুন্দর ও পরিবেশবান্ধব হয়।,positive
আমি চোখের সামনে এটা দেখেছি।,neutral
আমি বিশ্বাস করি না 350 কোটি বলেছে <>ছয় মাস পর আবার 200 কোটি বাজেট বারিয়ে দিতো... বিশ লাখে কাজ শেষ ❤❤,positive
আমি মনে করি শুক্রবার দিন প্রতি 20 মিনিট অন্তর অন্তর মেট্রোরেল চালু করা উচিত,neutral
আমি যদি হাসিনার সাতে কথা বলতে পারতাম। তাহলে তাকে একটা অনুরোধ করতাম। সেটা হলো দেশের সব বরও শহরের সকল বিদ্যুৎ লাইন সহ সকল লাইন মাটির নিছ দিয়ে নেওয়ার জন্য। আর সকল আবর্জনা শহরের বাইরে নেওয়ার জন্য। যাতে শহর গোলি সব সময় পরিস্কার তাকে।,positive
আমি সব যাচাই করে দেখেছি <>১২ বিলিয়ন ডলাতের নিচে এই প্রকল্প করা সম্বব নয়,neutral
আমিরিকার মধ্যে সজীব ওয়াজেদ জয় যে লস হইছে।এইবার সেই লস পারমানবিক বিদ্যুৎ কেন্দ্র থেকে পুষিয়ে নেওয়া হবে ।,positive
"আমেরিকা কখনো বাংলাদেশ কে শক্তিশালী দেশ হতে দিবে না মুসলিম দেশ বলে,কিন্ত সেটা রাশিয়া করে দিচ্ছে",positive
আমেরিকা চাইতেছে দালালি করে ইনুচ থেকে আমাদের দেশটা নিয়ে যাওয়ার জন্য। ইউনুস হল আমেরিকার দালাল।,neutral
আমেরিকা তো এই বিদুৎ কেন্দ্র করতে নিষেধ করেছিল আমেরিকা কখনো আমাদের ভালো চাই আমেরিকা মুসলমানদের কখনো ভালো চাই না মুখে ইসরায়েল ফিলিস্তিনের যুদ্ধ বন্ধ করার কথা বলে আবার ফিলিস্তিনের মানুষকে মারার জন্য ইসরায়েলকে অস্ত্র দেয় আমেরিকা বিশ্বের সবচেয়ে বড় অশান্তিকারী..,negative
আমেরিকার প্রতিবেদন মানে মিথ্যা।আমেরিকাকে বিশ্বাস করা আর শইতানকে বিশ্বাস করা এক কথা।তবে দুর্নিতি তো হয়েছ।,neutral
"আয়নাঘএর সাংবাদিক এর মার হেডায়, আর এখন শেখ হাসিনা টাকা মারছে তারও প্রমাণ নেই টাকা সাংবাদিক এর মার হেডায়",negative
"আর কত শুনব, এইবার দেখতে চাই",positive
"আর কতো দূর্নীতি হবে? এখানে সবচে বড় সেতু নয়, সবচে বড় দূর্নীতি হবে।তারই প্লান চলছে।",neutral
আর কোন ক্ষেত্রো /খাত খোঁজা খুঁজির দরকার নেই বিষেশ রাজনৈতিক দল গুলো র অনৈতিক কর্মকান্ডের পরিচয় পাওয়ার। আমি মনে করি সমস্ত আম পাবলিকের সময় হয়েছে এখনি ডিসাইট করতে হবে ভবিষ্যতে কার হাতে আমাদের দেশটাকে তুলে দিবো।,positive
আর ফেইসবুকে কিছু রিলস দেখতেছি…..!!<>হাসিনাকে হারায় দেশ কি যেন হারায় ফেলছে।,neutral
আর সেতু নয় এবার বেকারদের দু হাত নিয়ে ভাবুন,neutral
আরও আধুনিক ও শক্তিশালী বাংলাদেশ দেখতে চাই,positive
আরও একটা সেতু চাই আওয়ামীলীগ টু গোপালপুর,positive
"আরর চাঁটগা আরর গর্ব।<>চিঁটাং একমাত্র জায়গা যেন্ডে, পাহাড়,ঝর্ণা,লেক,নদী,সাগর,বন্দর বেগ্গিন একত্তরে আছে।<>আরর চিঁটাং গোডা বাংলাদেশের মইধ্যে বেগ্গুনরতুন বেশি গম জায়গা। 🖤",positive
আরে এটা হাসিনা সরকারের এটা বয়কট করা হোক,negative
"আরে ভাই আপনি বুঝেন নাই, পারমানবিক শক্তি ব্যবহারের কথা বলছে এখানে ,উৎপাদন না, 😂😂😂😂 <><>উৎপাদনে রাশিয়া একাই সব থেকে বেশি৫৬% রোসাটম কোম্পানি,..❤<><>আর পারমানবিক জ্বালানি , সর্বারহে তারা ৮৫% একাই পুরো বিশ্বে, যে আমেরিকা বিশ্বে ১ নাম্বারে আছে পারমানবিক শক্তি ব্যবহারে, তারাই রোসাটমের সব থেকে বড় ক্রেতা.......😂😂😂😂😂<><>উদাহরন হিসেবে বাংলাদেশকেই ধরা যায়, <><>আমরা কি কোনে পারমানবিক শক্তি উৎপাদন করতে পারি??<><>না এটা বাহিরের দেশের সহায়তা ছারা ব্যবহার করে শক্তি উৎপাদন করতে পারি??<>একটাও পারিনা, আমরা টাকা দিতেছি তারা এটাকে ব্যবহার করে শক্তি উৎপাদন করে দিতেছে ,! <><>আমাদের রূপপূর এখন মিনি রাশিয়া...😂😂❤️😂<><>চেতনা বাজদের দন্ড দারিয়ে গেছিলো , একটু হালকা ভাবে চেতনা দন্ডটা বসিয়ে নেন....<><>আর রোসাটম কোম্পানি সম্পর্কে একটু স্টাডি করেন...,<><> হয়ে যাবে..😂😂😂",positive
আরে ভাই সবই ঠিক আছে চোর পলাইছে এখন কারেন্ট থাকে না কেন এখনো কি চোর রয়ে গেল নাকি সাধারণ মানুষের শান্তি নেই বিদ্যুৎ বিল তার কম নেয় না মানুষের একটু বাঁচতে দেন😂,negative
আরে মিয়া মানুস না খাইয়া মরে আর করব পাতাল রেল ফালতু কাজ,negative
আরেকটি দুর্নীতির পথ খুললো,neutral
আরো অনেক কাজ আছে <>সেগুলো দেখার অনুরোধ রইলো,positive
আরো কয় বছর অপেক্ষা করতে হবে,neutral
আরো পাঁচ বছর লাগবে,neutral
আরো পাঁচ বছর হবে না,neutral
আরো বাজেট বাড়ান। বাজেট বাড়ানোর ফন্দি। কপাল পোড়া বাংলাদেশ,positive
আলহামদুলল্লিাহ ধন্যবাদ জানাই সরকারকে,positive
আলহামদুলিল্লাহ । জয় বাংলা জ য় বংগবন্ধুর বাংলাদেশের।,neutral
আলহামদুলিল্লাহ <>এগিয়ে যাক বাংলাদেশ,neutral
আলহামদুলিল্লাহ আপনাদের দোয়া এবং ভালোবাসায় এখন আমরা 11 জন সাবস্ক্রাইবারে পরিবার| <><>সুস্থ বিনোদনের জন্য সাবস্ক্রাইব করে পাশে থাকুন।,positive
আলহামদুলিল্লাহ আমার বাড়ি রাজশাহী রাজশাহী টু ঢাকা গেলে এখন খুব সহজ হবে ❤😅😅😅,positive
আলহামদুলিল্লাহ আমি গর্বিত এজন্যই যে আমি প্রজেক্ট এর একজন ইঞ্জিনিয়ার হিসেবে দায়িত্ব পালন করতে পেরে।😊,positive
আলহামদুলিল্লাহ উত্তর বঙের আলোর পথ খুলেছে<>এখন শুধু সারা বাংলাদেশে ডাবল লাইন প্রকল্প টা চালু হলেই হয়❤,positive
আলহামদুলিল্লাহ এই উন্নয়ন বজায় থাকবে যদি শেখ হাসিনাকে আমরা ভোটে জয় যুক্ত করতে পারি । অতএব বাংলাদেশের প্রতিটা জনগনের উচিত নৌকায় ভোট দিয়ে আমাদের মাননিয় প্রধান মন্ত্রী কে জয়ী করা । ধন্যবাদ । ❤❤❤,positive
আলহামদুলিল্লাহ এই নির্মাণ হচ্ছে শেখ হাসিনার অবদান,neutral
আলহামদুলিল্লাহ একটা সুন্দর খবর।,positive
আলহামদুলিল্লাহ খুব ভালো কাজ ১০ নামবার টা তারাতাড়ি চালু করা হোক ধন্যবাদ রিপোটার ধন্যবাদ নতুন সরকার কে🎉🎉🎉 নতুন সরকার ৩ বছর থাকা চাই দুনিতী মুক্ত বাংলা দেশ চাই সনতাস মুক্ত বাংলা দেশ চাই সকল কে ধন্যবাদ 🎉🎉🎉,positive
"আলহামদুলিল্লাহ খুব সুন্দর লাগলো,, বেগম খালেদা জিয়ার যমুনা সেতু উদ্ভবন করেছে হাসিনা,,,<>এখন হাসিনার যমুনা রেল লাইনের সেতু উদ্ভবন করবে অন্তর্বর্তী সরকার।",positive
আলহামদুলিল্লাহ জয় বাংলা 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,positive
আলহামদুলিল্লাহ বাংলাদেশের এমন উন্নয়ন মূলক কাজ গুলো দেখলে মনটা শান্তি হয়ে যায়।,positive
আলহামদুলিল্লাহ মাননীয় প্রধানমন্ত্রী শেখ হাসিনা আপনার সরকার বার বার দরকার ইনশাআল্লাহ জনগন বলে 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,positive
আলহামদুলিল্লাহ মাননীয় প্রধানমন্ত্রী শেখ হাসিনা আপনার সাতে আল্লাহর রহমান আছে ইনশাআল্লাহ আওয়ামী লীগ মানে বাংলাদেশ জয় বাংলা 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,positive
আলহামদুলিল্লাহ মাশাআল্লাহ মারহাবা ইনশাআল্লাহ মহান আল্লাহ তা;আলার অশেষ রহমতে আমাদের প্রানপ্রিয় প্রধানমন্ত্রী বিশ্ব রত্ন দেশ রত্ন বিশ্ব নেত্রী দেশনেত্রী জননেত্রী মমতাময়ী মা মানবতার মা ডিজিটাল স্মার্ট বাংলাদেশের মহা রূপকার মহা রক্ষক শেখ হাসিনা আগামিতে আমাদের প্রিয় মাতৃভূমি বাংলাদেশ কে বিশ্বের সর্বোচ্চ উচ্চতম স্থানে নিয়ে যাবেন ইনশাআল্লাহ মহান আল্লাহ তা;আলা আমাদের প্রাণপ্রিয় প্রধানমন্ত্রী শেখ হাসিনার প্রতি সম্পুর্ন ভাবে সহায় হোন এবং দেশী বিদেশী সকল ষড়যন্ত্রের থেকে এবং সকল শঞূদের থেকে মাননীয় প্রধানমন্ত্রী বিশ্বরত্ন দেশ রত্ন শেখ হাসিনা সহ ওনার পরিবারের সকল সদস্যদের কে সম্পুর্ন ভাবে সুরক্ষিত রাখুন শেখ হাসিনার সরকার সারা জীবনের জন্য দরকার আর কোন সরকার সারা জীবনেও নাই কোন দরকার আমিন আমিন ছুম্মা আমিন ❤❤❤️❤️💗💗💕💕💝💝💖💖🌺🌺🥀🥀🌹🌹👍👍👍👍🛶🛶🛶🛶🛶🛶🛶🛶🛶🛶🛶🛶🛶🛶🤲🤲🤲🤲🤲🤲🤲🤲🤲,positive
আলহামদুলিল্লাহ মেট্রো শুক্রবার ও চলা দরকার ছিলো অনেক মানুষ সপ্তাহে সক দিন ছুটি পায় শুক্রবার তারা তো মেট্রো তে উঠতে পারে না❤❤,positive
আলহামদুলিল্লাহ লিংক পাওয়ার সাথে সাথে চলে আসলাম 🥰🥰🥰🥰,neutral
"আলহামদুলিল্লাহ শুভকামনা,, পারমাণবিক শক্তি বাড়াতে হবে",positive
"আলহামদুলিল্লাহ, অনেক ধন্যবাদ, ১৬ টি স্টেশন এর মধ্যে মিরপুর ১০ স্টেশনে সবচেয়ে বেশি যাত্রী উঠা নামা করে। তাই মিরপুর ১০ স্টেশন টি দ্রুত চালু করার জন্য অনুরোধ করছি।",positive
"আলহামদুলিল্লাহ, আমি আশায় ছিলাম। ধন্যবাদ ❤️🇧🇩🏆",positive
"আলহামদুলিল্লাহ! অবিলম্বে উচ্চ মূল্যে, ভারতের আদানীর বিদুৎ কেনা বন্ধ করা হোক...✌✌✌",positive
"আলহামদুল্লিহ,দেশের মানুষের উপকার আসবে❤",positive
"আলাদা একটা কমেন্ট করলাম, ঢাকা শহরে জলাবদ্ধতা নিরসনে, পরিস্কার করন,গন্ধ নিরসনের ব্যবসথা করলে।এরকম পরিকল্পনার সৌন্দর্য তুলে ধরতে পারবে সরকার। 🇧🇩🇧🇩🇧🇩",positive
আল্লাহ আপনাদের সহায় হোন,positive
আল্লাহ আপনার যতদিন হায়াত দিক. ততো দিনই বড় বড় প্রকল্প বাস্তবায়ন করুন. দেশ ও দেশের মানুষকে উন্নতির দিকে নিয়ে চলেন...,positive
আল্লাহর কাছে বিচার দিলাম,neutral
"আশা করতেই পারি পারমাণবিক চুল্লি যখন হইছে, পরমাণবিক সামরিক সক্ষমতা একদিন পাবো,আজ অথবা কাল। &; দীর্ঘ জিবি হোক বাংলাদেশ,সভ্যতায়, শিক্ষায় ও শক্তিতে&;",positive
আশা করি রেল কোচ গুলোর ডিজাইন পাল্টাবে এবং সর্বাধুনিক ডিজাইন আনবে,positive
আসসালামু আলাইকুম কেমন আছেন সবাই 🥰🥰🥰🥰🥰,neutral
আসসালামু আলাইকুম। <><>ব্রয়লার মুরগী সম্পর্কে একটা ভিডিও দিতে পারেন,neutral
আহা কইরে আপসোস লীগ <>৩৫০ কোটি টাকা তো গেলে না 😂😂,positive
আহারে আওয়ামী লীগ ৩৫০ কোটি টাকা না খেয়ে মারা গেলো।,negative
আহারে কার জানি বাপের স্বপ্ন পূরণ হইল,positive
"আহারে, ক্ষমতা থেকে চলে যাওয়ায় অনেক লস হয়ে গেল",negative
ইউনুস কেন উদ্বোধন করবে? ওর অবদান কি?,neutral
ইউনুস মিয়া উদ্বোধন করবে। কাজটা যেহেতু সেই করেছে। হাসিনা আপা করলেতো বাঁশের কাঠি দিয়ে করতো! 😂😂😂,positive
